"Category","Sub_Category","Part Number","Desc","price","Elig %"
"Hardware","Routers","ASR1002-HX","Cisco ASR1002-HX System,4x10GE+4x1GE, 2xP/S, optional crypto","134674.98","1"
"Hardware","Routers","ASR1002-HX=","Cisco ASR1002-HX System,4x10GE+4x1GE, 2xP/S, optional crypto","135125.0","1"
"Hardware","Routers","MASR1002X-HD-320G","Cisco ASR1002-X 320GB HDD","6000.0","1"
"Hardware","Routers","MASR1002X-HD-320G=","Cisco ASR1002-X 320GB HDD","6900.0","1"
"Hardware","Routers","ASR1006X-ACS=","Cisco ASR1006-X Accessory Kit","1150.0","1"
"Hardware","Routers","ASR1006-X","Cisco ASR1006-X Chassis","16000.0","1"
"Hardware","Routers","ASR1006-X=","Cisco ASR1006-X Chassis","19188.99","1"
"Hardware","Routers","ASR1009-X","Cisco ASR1009-X Chassis","18000.0","1"
"Hardware","Routers","ASR1009-X=","Cisco ASR1009-X Chassis","20700.0","1"
"Hardware","Routers","C1-ASR1001-HX/K9","Cisco ONE - ASR1001-HX, 4x10GE+4x1GE, 2x P/S","104000.0","1"
"Hardware","Routers","C1-ASR1002-HX/K9","Cisco ONE - ASR1002-HX","126500.0","1"
"Hardware","Routers","C1-ASR1006X/K9","Cisco ONE - ASR1006-X","25000.0","1"
"Hardware","Routers","C1-ASR1009X/K9","Cisco ONE - ASR1009-X","27000.0","1"
"Hardware","Routers","C1-ASR1-IPSEC-RTU","Cisco ONE Encryption Right-To-Use Feat Lic ASR1000 Series","10000.0","1"
"Hardware","Routers","ASR1013-ESP-BAFFL=","ESP Expansion Slot Filler Plate for ASR1013","318.0","1"
"Hardware","Routers","CAB-T3E3-DINBNC-F=","T3 or E3 Cable, DIN,BNC Female connector,10 Feet","143.75","1"
"Hardware","Routers","CFP-100G-LR4","100GBASE-LR4 CFP Module","58800.0","1"
"Hardware","Routers","CFP-100G-LR4=","100GBASE-LR4 CFP Module","64431.98","1"
"Hardware","Routers","C1A1TCAT95001-7Y","C1 Advantage High Term C9500 7Y - DNA, 25 ISE PLS, 25 SWATCH","27940.0","Cost Allocate (63%)"
"Hardware","Routers","C1A1TCAT95002-7Y","C1-C9500-Advtge-LowPD-7yrs","17100.0","Cost Allocate (61%)"
"Hardware","Routers","GLC-ZX-SM-RGD=","1000BASE-ZX Single Mode RuggedSFP","4527.0","1"
"Hardware","Routers","GLC-FE-100FX-RGD=","100Base-FX Multi ModeRugged SFP","289.0","1"
"Hardware","Routers","GLC-FE-100LX-RGD=","100Mbps Single Mode Rugged SFP","456.0","1"
"Hardware","Routers","NCS2006-ECU-S=","NCS 2006 External Connections Unit - w/2x USB 3.0 Ports","200.0","1"
"Hardware","Routers","XR-NC55-P-06.02","Cisco IOS XR IP/MPLS Core Software","25000.0","1"
"Hardware","Routers","NC55P-CRAGR-100S","NCS 5500 Core and Aggr Lic for NCS 5500 SE Per 100G BW","6000.0","1"
"Hardware","Routers","N7K-F306CK-25=","Nexus 7000 F3-Series 6 Port 100GbE (CPAK)","70000.0","1"
"Hardware","Routers","N77-C7702-FAN=","Nexus 7700 2 slot chassis Fan Tray","2662.0","1"
"Hardware","Routers","N9K-C9516-FM=","Fabric Module for Nexus 9516 chassis","40250.0","1"
"Hardware","Routers","N9K-C9516-FAN=","Fan Tray for Nexus 9516 chassis","3687.0","1"
"Hardware","Routers","N9K-X9432PQ","Nexus 9500 linecard, 32p QSFP","40250.0","1"
"Hardware","Routers","N9K-X9432PQ=","Nexus 9500 linecard, 32p QSFP","41884.15","1"
"Hardware","Routers","N9K-X9464PX","Nexus 9500 linecard, 48p 1/10G SFP+ & 4p QSFP","25875.0","1"
"Hardware","Routers","N9K-X9464PX=","Nexus 9500 linecard, 48p 1/10G SFP+ & 4p QSFP","26916.47","1"
"Hardware","Routers","N9K-C9504","Nexus 9504 Chassis with 4 linecard slots","15087.0","1"
"Hardware","Routers","N9K-C9516","Nexus 9516 Chassis with 16 linecard slots","44089.5","1"
"Hardware","Routers","N9K-C9516=","Nexus 9516 Chassis with 16 linecard slots","44575.99","1"
"Hardware","Routers","C1-CISCO4321/K9","Cisco ONE ISR 4321 (2GE 2NIM 4G FLASH 4G DRAM IPB)","2828.16","1"
"Hardware","Routers","C1-CISCO4331/K9","Cisco ONE ISR 4331 (2GE 2NIM 1SM 4G FLASH 4G DRAM IPB)","4650.91","1"
"Hardware","Routers","C1-CISCO4351/K9","Cisco ONE ISR 4351 (3GE 3NIM 2SM 4G FLASH 4G DRAM IPB)","10806.25","1"
"Hardware","Routers","C1-CISCO4431/K9","Cisco ONE ISR 4431 (4GE 3NIM 8G FLASH 4G DRAM IPB)","14012.5","1"
"Hardware","Routers","C1-CISCO4451/K9","Cisco ONE ISR 4451 (4GE 3NIM 2SM 8G FLASH 4G DRAM IPB)","23354.05","1"
"Hardware","Routers","C1-ASR1001-X/K9","Cisco1 ASR1001-X Chassis IPBase APIC EM APIs","26000.0","1"
"Hardware","Routers","C1-ASR1002-X/K9","Cisco1 ASR1002-X Chassis IPBase APIC EM APIs","42000.0","1"
"Hardware","Routers","C1-ASR1004/K9","Cisco1 ASR1004 Chassis IPBase APIC EM APIs","19000.0","1"
"Hardware","Routers","C1-ASR1006/K9","Cisco1 ASR1006 Chassis IPBase APIC EM APIs","33000.0","1"
"Hardware","Routers","C1-ASR1013/K9","Cisco1 ASR1013 Chassis IPBase APIC EM APIs","27000.0","1"
"Hardware","Routers","GLC-2BX-D","1000BASE-BX10 SFP, 1490NM, 2-Channels","2600.0","1"
"Hardware","Routers","GLC-2BX-D=","1000BASE-BX10 SFP, 1490NM, 2-Channels","2685.0","1"
"Hardware","Routers","GLC-2BX-D-I=","1000BASE-BX10 SFP, 1490NM, 2-Channels, Industrial Temp","2952.0","1"
"Hardware","Routers","GLC-BX40-U-I","1000BASE-BX40 SFP, 1310NM","2600.0","1"
"Hardware","Routers","GLC-BX40-U-I=","1000BASE-BX40 SFP, 1310NM","2706.0","1"
"Hardware","Routers","GLC-BX40-DA-I","1000BASE-BX40 SFP, 1490NM","2600.0","1"
"Hardware","Routers","GLC-BX40-DA-I=","1000BASE-BX40 SFP, 1490NM","2705.0","1"
"Hardware","Routers","GLC-BX40-D-I","1000BASE-BX40 SFP, 1550NM","2600.0","1"
"Hardware","Routers","GLC-BX40-D-I=","1000BASE-BX40 SFP, 1550NM","2705.0","1"
"Hardware","Routers","GLC-BX80-U-I","1000BASE-BX80 SFP, 1490NM","5200.0","1"
"Hardware","Routers","GLC-BX80-U-I=","1000BASE-BX80 SFP, 1490NM","5750.0","1"
"Hardware","Routers","GLC-BX80-D-I","1000BASE-BX80 SFP, 1570NM","5200.0","1"
"Hardware","Routers","GLC-BX80-D-I=","1000BASE-BX80 SFP, 1570NM","5750.0","1"
"Hardware","Routers","GLC-EX-SMD","1000BASE-EX SFP transceiver module, SMF, 1310nm, DOM","1995.0","1"
"Hardware","Routers","GLC-FE-T-I=","100BASE-T SFP, Industrial Temp","440.0","1"
"Hardware","Routers","GLC-GE-100FX","100FX SFP on GE ports","263.0","1"
"Hardware","Routers","CFP-100G-ER4","100GBASE-ER4 CFP Module","147000.0","1"
"Hardware","Routers","CFP-100G-SR10","100GBASE-SR10 CFP transceiver, 100m OM3 MMF","16800.0","1"
"Hardware","Routers","FET-10G=","10G Line Extender for FEX","1033.0","1"
"Hardware","Routers","SFP-10G-AOC10M","10GBASE Active Optical SFP+ Cable, 10M","260.0","1"
"Hardware","Routers","SFP-10G-AOC10M=","10GBASE Active Optical SFP+ Cable, 10M","294.0","1"
"Hardware","Routers","SFP-10G-AOC1M","10GBASE Active Optical SFP+ Cable, 1M","210.0","1"
"Hardware","Routers","SFP-10G-AOC1M=","10GBASE Active Optical SFP+ Cable, 1M","235.0","1"
"Hardware","Routers","SFP-10G-AOC2M","10GBASE Active Optical SFP+ Cable, 2M","210.0","1"
"Hardware","Routers","SFP-10G-AOC3M","10GBASE Active Optical SFP+ Cable, 3M","210.0","1"
"Hardware","Routers","SFP-10G-AOC3M=","10GBASE Active Optical SFP+ Cable, 3M","236.0","1"
"Hardware","Routers","SFP-10G-AOC5M","10GBASE Active Optical SFP+ Cable, 5M","260.0","1"
"Hardware","Routers","SFP-10G-AOC5M=","10GBASE Active Optical SFP+ Cable, 5M","288.0","1"
"Hardware","Routers","SFP-10G-AOC7M","10GBASE Active Optical SFP+ Cable, 7M","260.0","1"
"Hardware","Routers","SFP-10G-AOC7M=","10GBASE Active Optical SFP+ Cable, 7M","291.0","1"
"Hardware","Routers","DWDM-SFP10G-30.33=","10GBASE-DWDM 1530.33 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-31.12=","10GBASE-DWDM 1531.12 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-31.90=","10GBASE-DWDM 1531.90 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-32.68=","10GBASE-DWDM 1532.68 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-33.47=","10GBASE-DWDM 1533.47 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-34.25=","10GBASE-DWDM 1534.25 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-35.04=","10GBASE-DWDM 1535.04 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-35.82=","10GBASE-DWDM 1535.82 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-36.61=","10GBASE-DWDM 1536.61 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-37.40=","10GBASE-DWDM 1537.40 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-38.19=","10GBASE-DWDM 1538.19 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-38.98=","10GBASE-DWDM 1538.98 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-39.77=","10GBASE-DWDM 1539.77 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-40.56=","10GBASE-DWDM 1540.56 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-41.35=","10GBASE-DWDM 1541.35 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-42.14=","10GBASE-DWDM 1542.14 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-42.94=","10GBASE-DWDM 1542.94 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-43.73=","10GBASE-DWDM 1543.73 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-44.53=","10GBASE-DWDM 1544.53 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-45.32=","10GBASE-DWDM 1545.32 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-46.12=","10GBASE-DWDM 1546.12 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-46.92=","10GBASE-DWDM 1546.92 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-47.72=","10GBASE-DWDM 1547.72 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-48.51=","10GBASE-DWDM 1548.51 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-49.32=","10GBASE-DWDM 1549.32 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-50.12=","10GBASE-DWDM 1550.12 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-50.92=","10GBASE-DWDM 1550.92 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-51.72=","10GBASE-DWDM 1551.72 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-52.52=","10GBASE-DWDM 1552.52 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-53.33=","10GBASE-DWDM 1553.33 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-54.13=","10GBASE-DWDM 1554.13 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-54.94=","10GBASE-DWDM 1554.94 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-55.75=","10GBASE-DWDM 1555.75 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-56.55=","10GBASE-DWDM 1556.55 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-57.36=","10GBASE-DWDM 1557.36 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-58.17=","10GBASE-DWDM 1558.17 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-58.98=","10GBASE-DWDM 1558.98 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-59.79=","10GBASE-DWDM 1559.79 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-60.61=","10GBASE-DWDM 1560.61 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","DWDM-SFP10G-61.41=","10GBASE-DWDM 1561.41 nm SFP10G (100-GHz ITU grid)","20000.0","1"
"Hardware","Routers","SFP-10G-ER-S","10GBASE-ER SFP Module, Enterprise-Class","7900.0","1"
"Hardware","Routers","SFP-10G-ER-S=","10GBASE-ER SFP Module, Enterprise-Class","7900.0","1"
"Hardware","Routers","SFP-10G-LR-X","10GBASE-LR SFP Module for Extended Temp range","4195.0","1"
"Hardware","Routers","SFP-10G-LR-X=","10GBASE-LR SFP Module for Extended Temp range","4342.0","1"
"Hardware","Routers","SFP-10G-LR-S","10GBASE-LR SFP Module, Enterprise-Class","2000.0","1"
"Hardware","Routers","SFP-10G-LR-S=","10GBASE-LR SFP Module, Enterprise-Class","2079.0","1"
"Hardware","Routers","SFP-10G-LR++=","10GBASE-LR SFP Module, TAA compliant","3995.0","1"
"Hardware","Routers","SFP-10G-SR-X","10GBASE-SR SFP Module for Extended Temp range","1575.0","1"
"Hardware","Routers","SFP-10G-SR-X=","10GBASE-SR SFP Module for Extended Temp range","1642.0","1"
"Hardware","Routers","SFP-10G-SR-S","10GBASE-SR SFP Module, Enterprise-Class","728.0","1"
"Hardware","Routers","SFP-10G-SR-S=","10GBASE-SR SFP Module, Enterprise-Class","728.0","1"
"Hardware","Routers","SFP10G-USR","10GBASE-USR Module","995.0","1"
"Hardware","Routers","SFP-10G-ZR-S","10GBASE-ZR SFP Module, Enterprise-Class","10900.0","1"
"Hardware","Routers","SFP-10G-ZR-S=","10GBASE-ZR SFP Module, Enterprise-Class","10900.0","1"
"Hardware","Routers","CAB-INF-28G-10=","10m cable for 10GBase-CX4 module","325.0","1"
"Hardware","Routers","CAB-INF-26G-15=","15m cable for 10GBase-CX4 module","400.0","1"
"Hardware","Routers","CAB-INF-28G-1=","1m cable for 10GBase-CX4 module","175.0","1"
"Hardware","Routers","GLC-FE-100FX24=","24 units of GLC-FE-100FX","4500.0","1"
"Hardware","Routers","QSFP-H40G-AOC10M","40GBASE Active Optical Cable, 10m","1000.0","1"
"Hardware","Routers","QSFP-H40G-AOC10M=","40GBASE Active Optical Cable, 10m","1108.0","1"
"Hardware","Routers","QSFP-H40G-AOC15M","40GBASE Active Optical Cable, 15m","1200.0","1"
"Hardware","Routers","QSFP-H40G-AOC15M=","40GBASE Active Optical Cable, 15m","1321.0","1"
"Hardware","Routers","QSFP-H40G-AOC1M","40GBASE Active Optical Cable, 1m","850.0","1"
"Hardware","Routers","QSFP-H40G-AOC1M=","40GBASE Active Optical Cable, 1m","946.0","1"
"Hardware","Routers","QSFP-H40G-AOC2M","40GBASE Active Optical Cable, 2m","850.0","1"
"Hardware","Routers","QSFP-H40G-AOC2M=","40GBASE Active Optical Cable, 2m","947.0","1"
"Hardware","Routers","QSFP-H40G-AOC3M","40GBASE Active Optical Cable, 3m","850.0","1"
"Hardware","Routers","QSFP-H40G-AOC3M=","40GBASE Active Optical Cable, 3m","948.0","1"
"Hardware","Routers","QSFP-H40G-AOC5M","40GBASE Active Optical Cable, 5m","1000.0","1"
"Hardware","Routers","QSFP-H40G-AOC5M=","40GBASE Active Optical Cable, 5m","1104.0","1"
"Hardware","Routers","QSFP-H40G-AOC7M","40GBASE Active Optical Cable, 7m","1000.0","1"
"Hardware","Routers","QSFP-H40G-AOC7M=","40GBASE Active Optical Cable, 7m","1106.0","1"
"Hardware","Routers","QSFP-4X10G-AOC10M","40GBASE Active Optical QSFP to 4SFP breakout Cable, 10m","1250.0","1"
"Hardware","Routers","QSFP-4X10G-AOC10M=","40GBASE Active Optical QSFP to 4SFP breakout Cable, 10m","1437.0","1"
"Hardware","Routers","QSFP-4X10G-AOC1M","40GBASE Active Optical QSFP to 4SFP breakout Cable, 1m","1100.0","1"
"Hardware","Routers","QSFP-4X10G-AOC1M=","40GBASE Active Optical QSFP to 4SFP breakout Cable, 1m","1265.0","1"
"Hardware","Routers","QSFP-4X10G-AOC2M","40GBASE Active Optical QSFP to 4SFP breakout Cable, 2m","1100.0","1"
"Hardware","Routers","QSFP-4X10G-AOC2M=","40GBASE Active Optical QSFP to 4SFP breakout Cable, 2m","1100.0","1"
"Hardware","Routers","QSFP-4X10G-AOC3M","40GBASE Active Optical QSFP to 4SFP breakout Cable, 3m","1100.0","1"
"Hardware","Routers","QSFP-4X10G-AOC3M=","40GBASE Active Optical QSFP to 4SFP breakout Cable, 3m","1265.0","1"
"Hardware","Routers","QSFP-4X10G-AOC5M","40GBASE Active Optical QSFP to 4SFP breakout Cable, 5m","1250.0","1"
"Hardware","Routers","QSFP-4X10G-AOC5M=","40GBASE Active Optical QSFP to 4SFP breakout Cable, 5m","1437.0","1"
"Hardware","Routers","QSFP-4X10G-AOC7M","40GBASE Active Optical QSFP to 4SFP breakout Cable, 7m","1250.0","1"
"Hardware","Routers","QSFP-4X10G-AOC7M=","40GBASE Active Optical QSFP to 4SFP breakout Cable, 7m","1437.0","1"
"Hardware","Routers","QSFP-H40G-ACU10M","40GBASE-CR4 Active Copper Cable, 10m","1250.0","1"
"Hardware","Routers","QSFP-H40G-ACU10M=","40GBASE-CR4 Active Copper Cable, 10m","1404.0","1"
"Hardware","Routers","QSFP-H40G-ACU7M","40GBASE-CR4 Active Copper Cable, 7m","1100.0","1"
"Hardware","Routers","QSFP-H40G-ACU7M=","40GBASE-CR4 Active Copper Cable, 7m","1230.0","1"
"Hardware","Routers","QSFP-40G-SR4-S","40GBASE-SR4 QSFP Trnscvr Module, MPO Conn, Enterprise-Class","1690.0","1"
"Hardware","Routers","QSFP-40G-SR4-S=","40GBASE-SR4 QSFP Trnscvr Module, MPO Conn, Enterprise-Class","1690.0","1"
"Hardware","Routers","GLC-FE-100BX-D48=","48 units of GLC-FE-100BX-D","9495.0","1"
"Hardware","Routers","GLC-FE-100FX48=","48 units of GLC-FE-100FX","9000.0","1"
"Hardware","Routers","GLC-FE-100LX48=","48 units of GLC-FE-100LX","13208.0","1"
"Hardware","Routers","CAB-INF-28G-5=","5m cable for 10GBase-CX4 module","250.0","1"
"Hardware","Routers","N3K-PO-8PK","8 units of SFP+ SR for Nexus 3k","6000.0","1"
"Hardware","Routers","NCS-FAB-OPT","Bundle of 96 CXP-100G-SR12","671520.0","1"
"Hardware","Routers","NCS-FAB-OPT=","Bundle of 96 CXP-100G-SR12","729658.86","1"
"Hardware","Routers","CVR-CFP2-CPAK10","CFP2 to CPAK adapter for 10x10G interface","0.0","1"
"Hardware","Routers","CVR-CFP2-CPAK10=","CFP2 to CPAK adapter for 10x10G interface","1875.0","1"
"Hardware","Routers","CVR-CFP2-CPAK4","CFP2 to CPAK adapter for 4x25G interface","0.0","1"
"Hardware","Routers","CVR-CFP2-CPAK4=","CFP2 to CPAK adapter for 4x25G interface","1725.0","1"
"Hardware","Routers","SFP-10G-ZR","Cisco 10GBASE-ZR SFP10G Module for SMF","16000.0","1"
"Hardware","Routers","CPAK-100G-SR10","CPAK-100G-SR10 Transceiver module, 100m OM3 MMF","7350.0","1"
"Hardware","Routers","CWDM-SFP10G-1470=","CWDM 1470 nm SFP+ 10 Gigabit Ethernet Transceiver Module","11329.0","1"
"Hardware","Routers","CWDM-SFP10G-1490=","CWDM 1490 nm SFP+ 10 Gigabit Ethernet Transceiver Module","11329.0","1"
"Hardware","Routers","CWDM-SFP10G-1510=","CWDM 1510 nm SFP+ 10 Gigabit Ethernet Transceiver Module","11329.0","1"
"Hardware","Routers","CWDM-SFP10G-1530=","CWDM 1530 nm SFP+ 10 Gigabit Ethernet Transceiver Module","11329.0","1"
"Hardware","Routers","CWDM-SFP10G-1550=","CWDM 1550 nm SFP+ 10 Gigabit Ethernet Transceiver Module","11329.0","1"
"Hardware","Routers","CWDM-SFP10G-1570=","CWDM 1570 nm SFP+ 10 Gigabit Ethernet Transceiver Module","11329.0","1"
"Hardware","Routers","CWDM-SFP10G-1590=","CWDM 1590 nm SFP+ 10 Gigabit Ethernet Transceiver Module","11329.0","1"
"Hardware","Routers","CWDM-SFP10G-1610=","CWDM 1610 nm SFP+ 10 Gigabit Ethernet Transceiver Module","11329.0","1"
"Hardware","Routers","CXP-100G-SR12","CXP form factor, 100GBASE-SR10 compliant, no breakout","7600.0","1"
"Hardware","Routers","CXP-100G-SR12=","CXP form factor, 100GBASE-SR10 compliant, no breakout","7772.0","1"
"Hardware","Routers","DWDM-SFP10G-C","DWDM Tunable SFP+ 10 Gigabit Ethernet Transceiver Module","20500.0","1"
"Hardware","Routers","DWDM-SFP10G-C=","DWDM Tunable SFP+ 10 Gigabit Ethernet Transceiver Module","20500.0","1"
"Hardware","Routers","CAB-MCP50-SC=","Mode Conditioning Patch cable; SC connector 50 micron fiber","500.0","1"
"Hardware","Routers","XFP10GER192IR-RGD","Multirate XFP module for 10GBASE-ER and OC192 IR2, I- TEMP","11000.0","1"
"Hardware","Routers","XFP10GER192IR-RGD=","Multirate XFP module for 10GBASE-ER and OC192 IR2, I- TEMP","11456.01","1"
"Hardware","Routers","XFP10GLR192SR-RGD","Multirate XFP module for 10GBASE-LR and OC192 SR1, I- TEMP","4400.0","1"
"Hardware","Routers","XFP10GLR192SR-RGD=","Multirate XFP module for 10GBASE-LR and OC192 SR1, I- TEMP","4630.0","1"
"Hardware","Routers","XFP10GZR192LR-RGD=","Multirate XFP module for 10GBASE-ZR and OC192 LR2, I- TEMP","17600.0","1"
"Hardware","Routers","XFP10GZR192LR-RGD","Multirate XFP module for 10GBASE-ZR and OC192 LR2, I-TEMP","17600.0","1"
"Hardware","Routers","WSP-Q40GLR4L","QSFP 40G Ethernet - LR4 Lite, LC, 2KM","5995.0","1"
"Hardware","Routers","WSP-Q40GLR4L=","QSFP 40G Ethernet - LR4 Lite, LC, 2KM","5995.0","1"
"Hardware","Routers","QSFP-40G-ER4","QSFP 40GBASE-ER4 Transceiver Module, LC, 40KM","37495.0","1"
"Hardware","Routers","QSFP-40G-ER4=","QSFP 40GBASE-ER4 Transceiver Module, LC, 40KM","39658.01","1"
"Hardware","Routers","QSFP-40G-LR4","QSFP 40GBASE-LR4 OTN Transceiver, LC, 10KM","14995.0","1"
"Hardware","Routers","QSFP-40G-LR4-S","QSFP 40GBASE-LR4 Trnscvr Mod, LC, 10km, Enterprise-Class","10900.0","1"
"Hardware","Routers","QSFP-40G-LR4-S=","QSFP 40GBASE-LR4 Trnscvr Mod, LC, 10km, Enterprise-Class","11476.0","1"
"Hardware","Routers","QSFP-40G-CSR4","QSFP 4x10GBASE-SR Transceiver Module, MPO, 300M","2995.0","1"
"Hardware","Routers","QSFP-4X10G-AC10M","QSFP to 4xSFP10G Active Copper Splitter Cable, 10m","1400.0","1"
"Hardware","Routers","QSFP-4X10G-AC10M=","QSFP to 4xSFP10G Active Copper Splitter Cable, 10m","1610.0","1"
"Hardware","Routers","QSFP-4X10G-AC7M","QSFP to 4xSFP10G Active Copper Splitter Cable, 7m","1250.0","1"
"Hardware","Routers","QSFP-4X10G-AC7M=","QSFP to 4xSFP10G Active Copper Splitter Cable, 7m","1431.0","1"
"Hardware","Routers","CVR-QSFP-SFP10G","QSFP to SFP10G adapter","350.0","1"
"Hardware","Routers","QSFP-40G-SR-BD","QSFP40G BiDi Short-reach Transceiver","1204.0","1"
"Hardware","Routers","SFP-10G-BXD-I=","SFP+ Bidirectional for 10km, downstream","5460.0","1"
"Hardware","Routers","SFP-10G-BXU-I=","SFP+ Bidirectional for 10km, upstream","5200.0","1"
"Hardware","Routers","SFP-10G-BX40D-I","SFP+ Bidirectional for 40km, downstream","13000.0","1"
"Hardware","Routers","SFP-10G-BX40U-I","SFP+ Bidirectional for 40km, upstream","13000.0","1"
"Hardware","Routers","NIM-16A=","16 Channel Async serieal interface for ISR4000 series router","2877.0","1"
"Hardware","Routers","NIM-24A","24 Channel Async serieal interface for ISR4000 series router","3600.0","1"
"Hardware","Routers","NIM-24A=","24 Channel Async serieal interface for ISR4000 series router","4296.0","1"
"Hardware","Switches","C9200-NW-A-24-EDU","C9200 Network Advantage, 24-port license K12","1330.0","1"
"Hardware","Switches","C9200-NW-A-48-EDU","C9200 Network Advantage, 48-port license K12","2650.0","1"
"Hardware","Switches","C9200L-NW-A-24-EDU","C9200L Network Advantage, 24-port license K12","1330.0","1"
"Hardware","Switches","C9200L-NW-A-48-EDU","C9200L Network Advantage, 48-port license K12","2650.0","1"
"Hardware","Switches","C9200-24T-EDU","Catalyst 9200 24-port data only, 4x1G uplinks, K12","2480.0","1"
"Hardware","Switches","C9200-24P-EDU","Catalyst 9200 24-port PoE+ only, 4x1G uplinks, K12","3080.0","1"
"Hardware","Switches","C9200-NM-4X","Catalyst 9200 4 x 10G Network Module","2000.0","1"
"Hardware","Switches","C9200-NM-4G","Catalyst 9200 4 x 1G Network Module","510.0","1"
"Hardware","Switches","C9200-48T-EDU","Catalyst 9200 48-port data only, K12","4220.0","1"
"Hardware","Switches","C9200-48P-EDU","Catalyst 9200 48-port PoE+ only, K12","6470.0","1"
"Hardware","Switches","C9200L-24T-4X-EDU","Catalyst 9200L 24-port data only, 4x10G uplinks, K12","3375.0","1"
"Hardware","Switches","C9200L-24T-4G-EDU","Catalyst 9200L 24-port data only, 4x1G uplinks, K12","1905.0","1"
"Hardware","Switches","C9200L-24P-4X-EDU","Catalyst 9200L 24-port PoE+ only, 4x10G uplinks, K12","4215.0","1"
"Hardware","Switches","C9200L-24P-4G-EDU","Catalyst 9200L 24-port PoE+ only, 4x1G uplinks, K12","2745.0","1"
"Hardware","Switches","C9200L-48T-4X-EDU","Catalyst 9200L 48-port data only, 4x10G uplinks, K12","4755.0","1"
"Hardware","Switches","C9200L-48T-4G-EDU","Catalyst 9200L 48-port data only, 4x1G uplinks, K12","3285.0","1"
"Hardware","Switches","C9200L-48P-4X-EDU","Catalyst 9200L 48-port PoE+ only, 4x10G uplinks, K12","7275.0","1"
